Tipster,Horse,Bet Type,Odds,Result,TipsterActive
Tipster Q,Picansort,Win,6.5,Lose,FALSE
Tipster Q,Guiding George,Win,5,Lose,FALSE
Tipster Q,Young Jackie,Win,4,Lose,FALSE
Tipster Q,Ganymede,Win,9,Win,FALSE
Tipster Q,Secret Missle,Win,7,Lose,FALSE
Tipster Q,Spring Bird,Win,5.5,Lose,FALSE
Tipster Q,Jakey,Win,8,Lose,FALSE
Tipster Q,Mount Logan,Win,6,Lose,FALSE
Tipster Q,Lears Rock,Win,10,Lose,FALSE
Tipster Q,Pivotol Dream,Win,13,Lose,FALSE
Tipster Q,Go Dan Go,Win,5.5,Win,FALSE
Tipster Q,Foxtail Mill,Win,7,Lose,FALSE
Tipster Q,Marina Ballerina,Win,13,Lose,FALSE
Tipster Q,Silent Wish,Each Way,21,Lose,FALSE
Tipster Q,Lady Kashan,Win,5,Lose,FALSE
Tipster Q,Lil Rockafella,Win,6.5,Win,FALSE
Tipster Q,Rebel Rebellion,Win,13,Lose,FALSE
Tipster Q,Vibrato Valtat,Win,11,Lose,FALSE
Tipster Q,Paint The Clouds,Win,11,Lose,FALSE
Tipster Q,Unioniste,Win,17,Lose,FALSE
Tipster Q,Little Beltor,Win,13,Lose,FALSE
Tipster Q,Imijin River,Win,7.5,Win,FALSE
Tipster Q,Mistermel,Win,7,Lose,FALSE
Tipster Q,Robins Pearl,Win,4.5,Lose,FALSE
Tipster Q,The Game Changer,Win,17,Lose,FALSE
Tipster Q,Art Of Synergy,Win,11,Lose,FALSE
Tipster Q,Irish Cavalier,Win,34,Lose,FALSE
Tipster Q,Our Boy Boru,Each Way,26,Lose,FALSE
Tipster Q,Shagha,Win,5.5,Lose,FALSE
Tipster Q,Pallasator,Win,6.5,Lose,FALSE
Tipster Q,Bog War,Win,7,Win,FALSE
Tipster Q,Usa,Win,15,Lose,FALSE
Tipster Q,I Shot The Sheriff,Win,17,Lose,FALSE
Tipster Q,Dream Child,Win,6.5,Lose,FALSE
Tipster Q,Stepper Point,Win,6,Lose,FALSE
Tipster Q,Red Avenger,Win,8,Lose,FALSE
Tipster Q,Jennifers Jewel,Each Way,41,Lose,FALSE
Tipster Q,Open The Red,Win,8.5,Win,FALSE
Tipster Q,Rolling Dough,Win,9,Lose,FALSE
Tipster Q,Orientaal Grace,Win,11,Win,FALSE
Tipster Q,San Cassiano,Win,13,Lose,FALSE
Tipster Q,Bobby Jean,Win,7,Win,FALSE
Tipster Q,Balmoral Castle,Win,4.5,Lose,FALSE
Tipster Q,Dynamo,Win,3.5,Lose,FALSE
Tipster Q,Allright Benny,Win,6,Win,FALSE
Tipster Q,Here.comes The Band,Win,8,Lose,FALSE
Tipster Q,Baltic Blue,Win,10,Lose,FALSE
Tipster Q,Astley Hall,Win,6,Lose,FALSE
Tipster Q,Zamora,Win,11,Lose,FALSE
Tipster Q,Svegioo,Each Way,17,Lose,FALSE
Tipster Q,Piazon,Win,9,Lose,FALSE
Tipster Q,Graceland,Each Way,17,Win,FALSE
Tipster Q,Gabriels. Kaka,Win,11,Lose,FALSE
Tipster Q,Royle Native,Win,6,Lose,FALSE
Tipster Q,Air Pilot,Win,4.5,Lose,FALSE
Tipster Q,Visna Romanee,Win,5.5,Lose,FALSE
Tipster Q,Tannaaf,Win,6,Lose,FALSE
Tipster Q,Smoothtalkingrascal,Win,12,Lose,FALSE
Tipster Q,Romantic Comedy,Each Way,13,Lose,FALSE
Tipster Q,Sampera,Win,8,Lose,FALSE
Tipster Q,Keystroke,Win,6.5,Win,FALSE
Tipster Q,Titus Bolt,Win,4.5,Lose,FALSE
Tipster Q,Farlow,Win,8,Lose,FALSE
Tipster Q,Black Pudding,Win,4.5,Lose,FALSE
Tipster Q,Armelle,Win,9.5,Lose,FALSE
Tipster Q,King Of The Dark,Win,51,Lose,FALSE
Tipster Q,Odds On Dan,Win,15,Win,FALSE
Tipster Q,Not Now Sam,Win,4.5,Lose,FALSE
Tipster Q,Mass Rally,Win,10,Lose,FALSE
Tipster Q,Lighting Moon,Win,7,Lose,FALSE
Tipster Q,Bescot Springs,Win,4.5,Lose,FALSE
Tipster Q,Avenue Du Mond,Win,3.5,Lose,FALSE
Tipster Q,Full Speed Ahead,Win,15,Lose,FALSE
Tipster Q,Secret Gesture,Win,7,Win,FALSE
Tipster Q,Elm Park,Win,5,Lose,FALSE
Tipster Q,Youre Fired,Win,10,Lose,FALSE
Tipster Q,Mr Potter,Each Way,51,Lose,FALSE
Tipster Q,Among Angels,Win,13,Lose,FALSE
Tipster Q,Rose Eclair,Win,10,Lose,FALSE
Tipster Q,Twelve Strings,Win,5,Lose,FALSE
Tipster Q,Misu Moneypenny,Each Way,14,Win,FALSE
Tipster Q,Pats Legacy,Win,5,Lose,FALSE
Tipster Q,Nags Wag,Win,17,Lose,FALSE
Tipster Q,Another Boy,Win,3.75,Win,FALSE
Tipster Q,Acclamate,Win,6,Lose,FALSE
Tipster Q,Hurry Home Poppa,Win,5,Lose,FALSE
Tipster Q,Looking Good,Win,7.5,Lose,FALSE
Tipster Q,One Cool Scorpion,Win,6.5,Win,FALSE
Tipster Q,I Am Not Here,Win,5.5,Lose,FALSE
Tipster Q,Boss In Boots,Win,5.5,Lose,FALSE
Tipster Q,Georgian King,Win,6,Lose,FALSE
Tipster Q,Magical Daze,Win,6.5,Lose,FALSE
Tipster Q,Kubeba,Win,15,Lose,FALSE
Tipster Q,Arethusa,Win,8.5,Lose,FALSE
Tipster Q,Wolf Shield,Win,5.5,Lose,FALSE
Tipster Q,Dubai Dynamo,Win,7,Lose,FALSE
Tipster Q,Azure. Glamour,Win,6,Lose,FALSE
Tipster Q,Just The Tonic,Win,5,Lose,FALSE
Tipster Q,Powerful Dream,Each Way,41,Lose,FALSE
Tipster Q,Hibou,Win,5,Lose,FALSE
Tipster Q,Freddy With A Y,Win,9,Lose,FALSE
Tipster Q,Fondly,Each Way,15,Lose,FALSE
Tipster Q,Mr Singh,Win,4.25,Lose,FALSE
Tipster Q,Nearly Caught,Win,6,Lose,FALSE
Tipster Q,Salateen,Win,9,Lose,FALSE
Tipster Q,King Thistle,Each Way,34,Lose,FALSE
Tipster Q,Danish Duke,Each Way,19,Lose,FALSE
Tipster Q,King Of Arragon,Win,8,Lose,FALSE
Tipster Q,Dutch Falcon,Each Way,23,Lose,FALSE
Tipster Q,Risk N Reward,Win,7,Lose,FALSE
Tipster Q,Solway Prince,Win,7,Lose,FALSE
Tipster Q,Pretty Bubbles,Win,7,Lose,FALSE
Tipster Q,Silvery Moon,Win,9,Lose,FALSE
Tipster Q,Ressurreto,Each Way,17,Lose,FALSE
Tipster Q,Toast Of Newbury,Win,8,Lose,FALSE
Tipster Q,Rex Imperator,Win,6,Lose,FALSE
Tipster Q,Moorlands Jack,Win,7,Lose,FALSE
Tipster Q,City Of Angkor Wat,Each Way,26,Lose,FALSE
Tipster Q,Greek Islands,Win,11,Lose,FALSE
Tipster Q,Hyland Heather,Win,6.5,Lose,FALSE
Tipster Q,Retro Valley,Win,7,Lose,FALSE
Tipster Q,Dandy,Each Way,13,Lose,FALSE
Tipster Q,Lady Macapa,Each Way,26,Lose,FALSE
Tipster Q,Blue Humor,Win,4.5,Lose,FALSE
Tipster Q,Trules Scrumptious,Win,7,Lose,FALSE
Tipster Q,Akeed Champion,Win,4.5,Lose,FALSE
Tipster Q,Late Shipment,Win,8,Lose,FALSE
Tipster Q,Tigers Moon,Win,19,Lose,FALSE
Tipster Q,Purple Spectrum,Each Way,23,Lose,FALSE
Tipster Q,Doctor Bong,Win,7,Lose,FALSE
Tipster Q,Surf And Turf,Win,5,Lose,FALSE
Tipster Q,Sporting Boy,Win,6.5,Win,FALSE
Tipster Q,Tourjours,Win,5.5,Lose,FALSE
Tipster Q,New Bay,Win,5,Win,FALSE
Tipster Q,Lord Of The Dunes,Win,10,Lose,FALSE
Tipster Q,Tanneron,Win,10,Lose,FALSE
Tipster Q,Impassable,Win,13,Win,FALSE
Tipster Q,Jack Carter,Each Way,26,Win,FALSE
Tipster Q,Beau Satchel,Win,7,Lose,FALSE
Tipster Q,Selective Hearing,Win,11,Lose,FALSE
Tipster Q,Duke Of Denton,Each Way,19,Lose,FALSE
Tipster Q,Assault On Rome,Win,15,Lose,FALSE
Tipster Q,Welford,Win,7.5,Lose,FALSE
Tipster Q,Ghostly Arc,Win,11,Lose,FALSE
Tipster Q,Memory Cloth,Win,6,Lose,FALSE
Tipster Q,Hectors Chance,Win,13,Lose,FALSE
Tipster Q,Deep Blue sea,Win,5,Lose,FALSE
Tipster Q,Medieval Bishop,Win,5,Lose,FALSE
Tipster Q,The Kings Assassin,Win,6.5,Win,FALSE
Tipster Q,Real Steal,Win,5,Lose,FALSE
Tipster Q,Teruntum Star,Win,7.5,Lose,FALSE
Tipster Q,Mcloving Riverdance,Win,6.5,Lose,FALSE
Tipster Q,Indian Giver,Win,9.5,Lose,FALSE
Tipster Q,Goodwood Moonlight,Win,9,Lose,FALSE
Tipster Q,Duke Street,Win,8,Win,FALSE
Tipster Q,Archies Advice,Win,6.5,Lose,FALSE
Tipster Q,Lamar,Win,11,Lose,FALSE
Tipster Q,Fire Fighting,Win,6.5,Lose,FALSE
Tipster Q,Custom Cut,Win,5,Lose,FALSE
Tipster Q,Gratzie,Win,8,Win,FALSE
Tipster Q,Jazzi Top,Win,13,Lose,FALSE
Tipster Q,Found,Win,9,Lose,FALSE
Tipster Q,Mubtaghaa,Win,7.5,Lose,FALSE
Tipster Q,Reasonant,Win,5,Lose,FALSE
Tipster Q,Miss Moneypenny,Win,9,Lose,FALSE
Tipster Q,Arizona John,Win,7,Lose,FALSE
Tipster Q,Red cadeaux,Each Way,34,Lose,FALSE
Tipster Q,Steps,Each Way,15,Win,FALSE
Tipster Q,Elm Park,Win,8,Lose,FALSE
Tipster Q,Pearl Blue,Win,9,Lose,FALSE
Tipster Q,Vesperal Dream,Win,7,Win,FALSE
Tipster Q,No Win No Fee,Win,9,Lose,FALSE
Tipster Q,Doonard Prince,Win,10,Lose,FALSE
Tipster Q,Tangolan,Win,8,Lose,FALSE
Tipster Q,Shannon Soul,Win,13,Lose,FALSE
Tipster Q,Duncan Of Scotland,Each Way,26,Lose,FALSE
Tipster Q,Cape Xenia,Win,6,Lose,FALSE
Tipster Q,Bara Boy,Each Way,15,Win,FALSE
Tipster Q,Kellys Finest,Win,8,Lose,FALSE
Tipster Q,Kiwi Bay,Win,6,Lose,FALSE
Tipster Q,Akula,Win,12,Lose,FALSE
Tipster Q,Allegra Royale,Each Way,34,Lose,FALSE
Tipster Q,Anonymous Lady,Win,5,Lose,FALSE
Tipster Q,Joseph Jefferson,Win,8.5,Lose,FALSE
Tipster Q,Ya Latif,Win,5.5,Win,FALSE
Tipster Q,Chookies Lass,Win,8,Lose,FALSE
Tipster Q,Mercers Row,Win,4,Win,FALSE
Tipster Q,Cara Court,Win,5,Lose,FALSE
Tipster Q,Sur Empire,Win,5,Lose,FALSE
Tipster Q,Lady Mari,Win,9,Win,FALSE
Tipster Q,Air Force Blue,Win,7.5,Lose,FALSE
Tipster Q,Muthmir,Win,6.5,Lose,FALSE
Tipster Q,Consort,Win,7.5,Lose,FALSE
Tipster Q,Broxbourne,Win,13,Lose,FALSE
Tipster Q,Opal Tiara,Each Way,17,Lose,FALSE
Tipster Q,Sir Isaac Newton,Win,11,Lose,FALSE
Tipster Q,Deliza,Win,13,Lose,FALSE
Tipster Q,Rizeena,Win,9,Lose,FALSE
Tipster Q,Ectot,Win,7,Lose,FALSE
Tipster Q,Jelliicle Bell,Win,12,Lose,FALSE
Tipster Q,Disegno,Win,10,Lose,FALSE
Tipster Q,Hi Jinx,Each Way,26,Lose,FALSE
Tipster Q,Scottish,Win,11,Lose,FALSE
Tipster Q,Niceofyoutotellme,Win,19,Lose,FALSE
Tipster Q,Postponed,Win,4,Lose,FALSE
Tipster Q,Due Diligence,Win,7,Lose,FALSE
Tipster Q,Tatilsu,Win,13,Lose,FALSE
Tipster Q,Pilgrims Rest,Each Way,67,Lose,FALSE
Tipster Q,Celtic Monarch,Win,9,Lose,FALSE
Tipster Q,River Maigue,Win,2.3,Win,FALSE
Tipster Q,Master Of The Hall,Win,4.5,Lose,FALSE
Tipster Q,Waterclock,Win,9,Lose,FALSE
Tipster Q,Abyaat,Win,6.5,Lose,FALSE
Tipster Q,Gerrards Slip,Win,5.5,Lose,FALSE
Tipster Q,Guiding Light,Win,4,Win,FALSE
Tipster Q,Idol Deputy,Win,8,Lose,FALSE
Tipster Q,Laidback Romeo,Win,5.5,Win,FALSE
Tipster Q,Hit The Lights,Win,5.5,Lose,FALSE
Tipster Q,Midlander,Win,9,Win,FALSE
Tipster Q,Miss Dusky Diva,Win,5,Lose,FALSE
Tipster Q,Snow Conditions,Win,8,Lose,FALSE
Tipster Q,Pauls Conn,Each Way,34,Lose,FALSE
Tipster Q,Go Dan Go,Win,7.5,Win,FALSE
Tipster Q,Touchline,Win,4.25,Lose,FALSE
Tipster Q,Sunny Future,Win,6.5,Lose,FALSE
Tipster Q,Anya,Win,7,Win,FALSE
Tipster Q,Ertidaad,Win,5,Lose,FALSE
Tipster Q,Baltic Brave,Win,5,Lose,FALSE
Tipster Q,Prayer Time,Each Way,21,Lose,FALSE
Tipster Q,See The Storm,Win,10,Lose,FALSE
Tipster Q,Great Park,Win,8,Win,FALSE
Tipster Q,Feeling Easy,Win,10,Lose,FALSE
Tipster Q,Layline,Win,8,Lose,FALSE
Tipster Q,Azraff,Win,4,Lose,FALSE
Tipster Q,Monsieur Chevalier,Win,7,Win,FALSE
Tipster Q,Whistlers Mountain,Win,7,Lose,FALSE
Tipster Q,Winters Moon,Win,17,Lose,FALSE
Tipster Q,Watchable,Win,6.5,Lose,FALSE
Tipster Q,Dubday,Win,4.5,Lose,FALSE
Tipster Q,Barnet Fair,Win,12,Lose,FALSE
Tipster Q,Lido Lady,Win,7.5,Lose,FALSE
Tipster Q,Russian Realm,Win,8,Lose,FALSE
Tipster Q,Kitten Loves Roses,Win,8,Lose,FALSE
Tipster Q,Olivers Gold,Win,9,Lose,FALSE
Tipster Q,Drumlister,Win,5.5,Lose,FALSE
Tipster Q,Secret Gesture,Win,11,Lose,FALSE
Tipster Q,Brave Spartacus,Win,8,Lose,FALSE
Tipster Q,Shirocco Passion,Win,7,Lose,FALSE
Tipster Q,Criminilistic,Win,6,Lose,FALSE
Tipster Q,Lady Ibrox,Win,7.5,Lose,FALSE
Tipster Q,Tell Me Another,Win,7,Lose,FALSE
Tipster Q,Neuf Des Coeurs,Win,9,Win,FALSE
Tipster Q,Master Of The Game,Win,21,Lose,FALSE
Tipster Q,Rev Up Ruby,Win,5.5,Lose,FALSE
Tipster Q,Lilly Little Legs,Win,9,Lose,FALSE
Tipster Q,Romany Rhyme,Win,4.5,Win,FALSE
Tipster Q,Kodicil,Win,11,Lose,FALSE
Tipster Q,Simpley Rouge,Win,9,Lose,FALSE
Tipster Q,Freddie Freeloader,Win,7,Lose,FALSE
Tipster Q,Phantom Flipper,Win,6.5,Lose,FALSE
Tipster Q,Souk Al Tahab,Win,17,Lose,FALSE
Tipster Q,Wedge,Win,8,Win,FALSE
Tipster Q,Burma Road,Each Way,34,Lose,FALSE
Tipster Q,Ask The Guru,Win,11,Lose,FALSE
Tipster Q,Kalk Bay,Win,11,Win,FALSE
Tipster Q,Knights Pass,Win,6.5,Lose,FALSE
Tipster Q,Burano,Win,9,Lose,FALSE
Tipster Q,The Lock Master,Win,17,Win,FALSE
Tipster Q,Subcontinent,Win,5.5,Lose,FALSE
Tipster Q,Salt Island,Win,6,Lose,FALSE
Tipster Q,Jordan Princess,Win,6.5,Lose,FALSE
Tipster Q,Spark Plug,Win,8,Lose,FALSE
Tipster Q,Battersea,Win,8,Lose,FALSE
Tipster Q,Toofi,Win,6.5,Lose,FALSE
Tipster Q,Light Of Asia,Win,8,Lose,FALSE
Tipster Q,My Good Brother,Win,11,Lose,FALSE
Tipster Q,Ghostly Arc,Win,5.5,Lose,FALSE
Tipster Q,Ivans Back,Win,4,Lose,FALSE
Tipster Q,Dawn Commander,Win,11,Lose,FALSE
Tipster Q,No Education,Each Way,11,Win,FALSE
Tipster Q,Mothenalegend,Each Way,13,Win,FALSE
Tipster Q,Warapito,Win,6.5,Lose,FALSE
Tipster Q,Ambitious. Icarus,Each Way,13,Lose,FALSE
Tipster Q,Taffeta,Win,6.5,Lose,FALSE
Tipster Q,Sarpech,Win,6,Lose,FALSE
Tipster Q,Juventas,Win,4.5,Win,FALSE
Tipster Q,Western Playboy,Win,6,Lose,FALSE
Tipster Q,Eltazam,Win,7.5,Lose,FALSE
Tipster Q,Fidelma,Win,7,Win,FALSE
Tipster Q,Goodwood zodiac,Win,9,Lose,FALSE
Tipster Q,Lavinia Rose,Win,11,Lose,FALSE
Tipster Q,Ruler Of France,Win,6,Win,FALSE
Tipster Q,Interception,Win,4.33,Lose,FALSE
Tipster Q,Arabian Queen,Each Way,21,Lose,FALSE
Tipster Q,Liss Ui Riain,Each Way,15,Lose,FALSE
Tipster Q,One Pekan,Win,6,Lose,FALSE
Tipster Q,No Poppy,Each Way,23,Lose,FALSE
Tipster Q,Double Up,Win,9,Win,FALSE
Tipster Q,Monsieur Joe,Win,12,Lose,FALSE
Tipster Q,Louis The Pious,Each Way,23,Lose,FALSE
Tipster Q,Due Diligence,Each Way,21,Lose,FALSE
Tipster Q,Solway Sam,Win,8,Win,FALSE
Tipster Q,Perfect Fit,Win,5.5,Lose,FALSE
Tipster Q,Capisci,Win,7.5,Lose,FALSE
Tipster Q,Princess Roania,Win,4,Lose,FALSE
Tipster Q,Stylish Boy,Win,4,Lose,FALSE
Tipster Q,Straighttothepoint,Win,5,Lose,FALSE
Tipster Q,Assault On Rome,Win,4.5,Lose,FALSE
Tipster Q,Indus Valley,Win,8.5,Lose,FALSE
Tipster Q,Gower Princess,Win,9,Lose,FALSE
Tipster Q,Incomparable,Win,11,Lose,FALSE
Tipster Q,Archie Stevens,Win,4.5,Lose,FALSE
Tipster Q,Marjus Quest,Each Way,15,Lose,FALSE
Tipster Q,Mirsaalah,Win,8,Lose,FALSE
Tipster Q,Its A Gimme,Win,9,Lose,FALSE
Tipster Q,Midnight Malibu,Each Way,76,Lose,FALSE
Tipster Q,Broadway Melody,Win,11,Lose,FALSE
Tipster Q,Archie Rice,Win,5,Lose,FALSE
Tipster Q,Soverign Debt,Win,6,Lose,FALSE
Tipster Q,Owen Glandower,Win,5,Lose,FALSE
Tipster Q,Top Spin,Win,11,Lose,FALSE
Tipster Q,Ronaldinho,Win,5.5,Lose,FALSE
Tipster Q,Second Cut,Win,9,Lose,FALSE
Tipster Q,Silver Rime,Each Way,15,Lose,FALSE
Tipster Q,General Tufto,Each Way,34,Lose,FALSE
Tipster Q,York Glory,Each Way,34,Lose,FALSE
Tipster Q,Nelsons Bay,Win,6,Lose,FALSE
Tipster Q,Gone With The Wind,Each Way,29,Lose,FALSE
Tipster Q,Perardua,Win,6.5,Lose,FALSE
Tipster Q,Mad Endeavour,Win,5,Lose,FALSE
Tipster Q,Borough Boy,Win,8,Win,FALSE
Tipster Q,Azure Amour,Win,6,Win,FALSE
Tipster Q,Swendab,Win,12,Lose,FALSE
Tipster Q,Inxile,Win,6,Lose,FALSE
Tipster Q,Nifty Kier,Win,9,Win,FALSE
Tipster Q,One Life Live It,Win,7,Lose,FALSE
Tipster Q,Secret Palace,Win,4.33,Lose,FALSE
Tipster Q,Barefoot Dancer,Win,9.5,Lose,FALSE
Tipster Q,Alinstate,Win,7.5,Lose,FALSE
Tipster Q,Overlay,Win,11,Lose,FALSE
Tipster Q,Approcaillis,Win,11,Lose,FALSE
Tipster Q,Baby Ballerina,Win,11,Lose,FALSE
Tipster Q,Molly Dolly,Each Way,21,Lose,FALSE
Tipster Q,Sweet Missi,Win,6,Lose,FALSE
Tipster Q,Initiwin,Win,7.5,Lose,FALSE
Tipster Q,Mythical City,Win,8.5,Lose,FALSE
Tipster Q,Rah Rah,Win,7,Lose,FALSE
Tipster Q,Athletic,Win,9,Lose,FALSE
Tipster Q,Twin Appeal,Win,8,Lose,FALSE
Tipster Q,Posponed,Each Way,21,Win,FALSE
Tipster Q,More Mischief,Win,3,Win,FALSE
Tipster Q,Short Squeeze,Win,7,Lose,FALSE
Tipster Q,Wait A Second,Win,5.5,Lose,FALSE
Tipster Q,Fidelma Moon,Win,6.5,Lose,FALSE
Tipster Q,Allways Bold,Each Way,15,Lose,FALSE
Tipster Q,Captain Scooby,Win,11,Lose,FALSE
Tipster Q,Injun Sands,Win,5,Lose,FALSE
Tipster Q,Lava Lamp,Win,7,Lose,FALSE
Tipster Q,Baby Jake,Win,13,Lose,FALSE
Tipster Q,Spacious Sky,Each Way,17,Lose,FALSE
Tipster Q,Sennokian Star,Win,11,Lose,FALSE
Tipster Q,Battersea,Win,9,Lose,FALSE
Tipster Q,Strong Steps,Win,5.5,Lose,FALSE
Tipster Q,Stay De Night,Win,5.5,Lose,FALSE
Tipster Q,Blue Bullet,Win,11,Lose,FALSE
Tipster Q,Taws,Win,17,Lose,FALSE
Tipster Q,Space Age,Win,10,Lose,FALSE
Tipster Q,Night Of Thunder,Win,6.5,Lose,FALSE
Tipster Q,Love On The Rocks,Win,13,Lose,FALSE
Tipster Q,Tazffin,Win,8,Win,FALSE
Tipster Q,Resonant,Win,10,Lose,FALSE
Tipster Q,Log Out Island,Win,7.5,Lose,FALSE
Tipster Q,Pallasator,Win,10,Lose,FALSE
Tipster Q,Jordon Princess,Win,6.5,Lose,FALSE
Tipster Q,Ted Veal,Each Way,17,Win,FALSE
Tipster Q,Dubday,Win,6.5,Win,FALSE
Tipster Q,Aktabantay,Win,11,Lose,FALSE
Tipster Q,G M Hopkins,Win,12,Lose,FALSE
Tipster Q,Out Do,Win,7.5,Lose,FALSE
Tipster Q,Dea Dia,Win,8,Lose,FALSE
Tipster Q,Zanetto,Each Way,19,Lose,FALSE
Tipster Q,Endless Time,Win,5.5,Lose,FALSE
Tipster Q,Barreesh,Win,9,Lose,FALSE
Tipster Q,Tutu Nguru,Win,7,Lose,FALSE
Tipster Q,Toofie,Each Way,17,Win,FALSE
Tipster Q,St Maxine,Each Way,15,Lose,FALSE
Tipster Q,Beau Satchel,Win,11,Lose,FALSE
Tipster Q,Distant. High,Win,7.5,Lose,FALSE
Tipster Q,Itsinthestars,Win,11,Lose,FALSE
Tipster Q,Harlequin Rock,Win,15,Win,FALSE
Tipster Q,Little Treasure,Win,8,Win,FALSE
Tipster Q,Something Lucky,Each Way,26,Lose,FALSE
Tipster Q,Speed The Plough,Win,7.5,Lose,FALSE
Tipster Q,Voice From Above,Each Way,26,Lose,FALSE
Tipster Q,Alskan Wing,Win,4,Win,FALSE
Tipster Q,Captain Oats,Win,9,Lose,FALSE
Tipster Q,Im Dapper Too,Win,5,Lose,FALSE
Tipster Q,Sur Empire,Win,9,Lose,FALSE
Tipster Q,Only Ten Per Cent,Win,9,Lose,FALSE
Tipster Q,Solveigs Song,Win,9,Lose,FALSE
Tipster Q,Sharara,Win,7.5,Lose,FALSE
Tipster Q,Man Of Music,Win,5.5,Lose,FALSE
Tipster Q,Rock Lobster,Win,8,Lose,FALSE
Tipster Q,Silence In Court,Win,6,Lose,FALSE
Tipster Q,Super Icon,Win,7,Lose,FALSE
Tipster Q,Purple Spectrum,Win,15,Lose,FALSE
Tipster Q,Master The World,Win,8,Lose,FALSE
Tipster Q,Classic Roses,Win,6,Lose,FALSE
Tipster Q,Bint Al Reem,Win,5,Lose,FALSE
Tipster Q,Midlander,Win,6,Lose,FALSE
Tipster Q,Al Khafji,Win,8,Lose,FALSE
Tipster Q,Super Seeker,Win,5,Lose,FALSE
Tipster Q,Rib Reserve,Win,4.15,Win,FALSE
Tipster Q,Seebeedee,Win,3.75,Win,FALSE
Tipster Q,Laura B,Win,9,Lose,FALSE
Tipster Q,Affectionate. Lady,Win,5,Lose,FALSE
Tipster Q,Thee And Me,Win,6.5,Lose,FALSE
Tipster Q,Milady Eileen,Win,4.25,Lose,FALSE
Tipster Q,Sweet Heart Abbey,Win,7,Lose,FALSE
Tipster Q,Point Of Woods,Win,6,Win,FALSE
Tipster Q,Jonny Skull,Win,9,Lose,FALSE
Tipster Q,Indian Pursuit,Win,6,Lose,FALSE
Tipster Q,Ocean Ready,Win,11,Lose,FALSE
Tipster Q,Mininggold,Win,5.5,Lose,FALSE
Tipster Q,Me And My Shadow,Win,15,Lose,FALSE
Tipster Q,Sublime Talent,Win,4.5,Lose,FALSE
Tipster Q,Khalaas,Win,3.5,Lose,FALSE
Tipster Q,Hoofalong,Win,3.5,Lose,FALSE
Tipster Q,Primogenture,Win,4.5,Lose,FALSE
Tipster Q,Indigo,Win,13,Win,FALSE
Tipster Q,War Strike,Win,4.5,Lose,FALSE
Tipster Q,Satellite,Win,8,Win,FALSE
Tipster Q,Thunder Pass,Each Way,15,Lose,FALSE
Tipster Q,Singular Quest,Win,3,Lose,FALSE
Tipster Q,Philba,Win,4,Lose,FALSE
Tipster Q,Gra Mo Croi,Each Way,41,Lose,FALSE
Tipster Q,Bonds Girl,Each Way,23,Lose,FALSE
Tipster Q,Cable Bay,Win,8,Lose,FALSE
Tipster Q,Grannys Kitten,Win,21,Lose,FALSE
Tipster Q,Secret Gesture,Win,6.5,Win,FALSE
Tipster Q,Belgiun Bill,Win,26,Lose,FALSE
Tipster Q,Mawaqeet,Win,8,Lose,FALSE
Tipster Q,May Dullea,Win,5.5,Lose,FALSE
Tipster Q,Lean And Keen,Win,6.5,Lose,FALSE
Tipster Q,Shaakis,Win,6.5,Lose,FALSE
Tipster Q,Bush Babe,Each Way,17,Lose,FALSE
Tipster Q,The Gay Cavalier,Each Way,12,Lose,FALSE
Tipster Q,Teepee Time,Each Way,11,Lose,FALSE
Tipster Q,Our Boy Jack,Win,6.5,Win,FALSE
Tipster Q,White Flag,Win,10,Lose,FALSE
Tipster Q,Major Jack,Win,5.5,Lose,FALSE
Tipster Q,Perfect. Bounty,Win,6,Lose,FALSE
Tipster Q,Whispering Hope,Each Way,34,Lose,FALSE
Tipster Q,Mr Soprano,Win,7,Lose,FALSE
Tipster Q,Dutch Masterpiece,Win,11,Lose,FALSE
Tipster Q,Adventurous,Win,8,Lose,FALSE
Tipster Q,Bondi Beach,Win,5.5,Lose,FALSE
Tipster Q,Criterion,Each Way,29,Lose,FALSE
Tipster Q,Projection,Win,8.5,Lose,FALSE
Tipster Q,Besharah,Win,5,Win,FALSE
Tipster Q,Bronze Angel,Win,15,Lose,FALSE
Tipster Q,Sea Calisi,Win,9,Lose,FALSE
Tipster Q,Enlace,Win,13,Lose,FALSE
Tipster Q,According To Sarah,Win,6.5,Lose,FALSE
Tipster Q,Oscars Journey,Win,5.5,Lose,FALSE
Tipster Q,Speculative. Bid,Win,10,Lose,FALSE
Tipster Q,Profitable,Each Way,34,Lose,FALSE
Tipster Q,Rifle Range,Win,9,Lose,FALSE
Tipster Q,Convey,Win,7.5,Lose,FALSE
Tipster Q,First Selection,Win,5,Win,FALSE
Tipster Q,Mount Logan,Win,7,Lose,FALSE
Tipster Q,Raucous,Win,13,Lose,FALSE
Tipster Q,Battle Cat,Win,9,Lose,FALSE
Tipster Q,Vaguely Spanish,Win,8,Lose,FALSE
Tipster Q,Western Diva,Win,10,Lose,FALSE
Tipster Q,Queen Aggie,Win,3.5,Lose,FALSE
Tipster Q,Tara Dylan,Win,8,Lose,FALSE
Tipster Q,Golly Miss Molly,Win,7,Lose,FALSE
Tipster Q,Roring Samson,Win,6,Lose,FALSE
Tipster Q,Captain Thunderbolt,Win,11,Lose,FALSE
Tipster Q,Art Collection,Win,8,Lose,FALSE
Tipster Q,Able Dash,Win,5,Lose,FALSE
